acc	assay_type	consent	experiment	instrument	platform	sample_acc	biosample	organism	sra_study	releasedate	bioproject	mbytes	mbases	access	taxid
SRR10070776	RNA-Seq	public	SRX6804176	Illumina HiSeq 2500	ILLUMINA	SRS5349094	SAMN12697852	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	123	273	public	7955.0
SRR10070777	RNA-Seq	public	SRX6804177	Illumina HiSeq 2500	ILLUMINA	SRS5349095	SAMN12697851	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	175	387	public	7955.0
SRR10070778	RNA-Seq	public	SRX6804178	Illumina HiSeq 2500	ILLUMINA	SRS5349096	SAMN12697850	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	122	272	public	7955.0
SRR10070779	RNA-Seq	public	SRX6804179	Illumina HiSeq 2500	ILLUMINA	SRS5349097	SAMN12697849	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	178	394	public	7955.0
SRR10070780	RNA-Seq	public	SRX6804180	Illumina HiSeq 2500	ILLUMINA	SRS5349098	SAMN12697848	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	82	183	public	7955.0
SRR10070781	RNA-Seq	public	SRX6804181	Illumina HiSeq 2500	ILLUMINA	SRS5349099	SAMN12697846	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	125	270	public	7955.0
SRR10070782	RNA-Seq	public	SRX6804182	Illumina HiSeq 2500	ILLUMINA	SRS5349100	SAMN12697845	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	96	216	public	7955.0
SRR10070783	RNA-Seq	public	SRX6804183	Illumina HiSeq 2500	ILLUMINA	SRS5349101	SAMN12697844	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	66	146	public	7955.0
SRR10070784	RNA-Seq	public	SRX6804184	Illumina HiSeq 2500	ILLUMINA	SRS5349102	SAMN12697843	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	75	170	public	7955.0
SRR10070785	RNA-Seq	public	SRX6804185	Illumina HiSeq 2500	ILLUMINA	SRS5349103	SAMN12697842	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	56	122	public	7955.0
SRR10070786	RNA-Seq	public	SRX6804186	Illumina HiSeq 2500	ILLUMINA	SRS5349104	SAMN12697841	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	45	101	public	7955.0
SRR10070787	RNA-Seq	public	SRX6804187	Illumina HiSeq 2500	ILLUMINA	SRS5349105	SAMN12697840	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	97	215	public	7955.0
SRR10070788	RNA-Seq	public	SRX6804188	Illumina HiSeq 2500	ILLUMINA	SRS5349106	SAMN12697839	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	106	235	public	7955.0
SRR10070789	RNA-Seq	public	SRX6804189	Illumina HiSeq 2500	ILLUMINA	SRS5349107	SAMN12697838	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	120	268	public	7955.0
SRR10070790	RNA-Seq	public	SRX6804190	Illumina HiSeq 2500	ILLUMINA	SRS5349108	SAMN12697837	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	26	58	public	7955.0
SRR10070791	RNA-Seq	public	SRX6804191	Illumina HiSeq 2500	ILLUMINA	SRS5349109	SAMN12697836	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	63	138	public	7955.0
SRR10070792	RNA-Seq	public	SRX6804192	Illumina HiSeq 2500	ILLUMINA	SRS5349110	SAMN12697835	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	55	125	public	7955.0
SRR10070793	RNA-Seq	public	SRX6804257	Illumina HiSeq 2500	ILLUMINA	SRS5349175	SAMN12697834	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	155	340	public	7955.0
SRR10070794	RNA-Seq	public	SRX6804258	Illumina HiSeq 2500	ILLUMINA	SRS5349176	SAMN12697833	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	15	34	public	7955.0
SRR10070795	RNA-Seq	public	SRX6804259	Illumina HiSeq 2500	ILLUMINA	SRS5349177	SAMN12697832	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	166	363	public	7955.0
SRR10070796	RNA-Seq	public	SRX6804260	Illumina HiSeq 2500	ILLUMINA	SRS5349178	SAMN12697831	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	118	269	public	7955.0
SRR10070797	RNA-Seq	public	SRX6804261	Illumina HiSeq 2500	ILLUMINA	SRS5349179	SAMN12697830	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	181	401	public	7955.0
SRR10070798	RNA-Seq	public	SRX6804262	Illumina HiSeq 2500	ILLUMINA	SRS5349180	SAMN12697829	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	119	261	public	7955.0
SRR10070799	RNA-Seq	public	SRX6804263	Illumina HiSeq 2500	ILLUMINA	SRS5349181	SAMN12697828	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	172	375	public	7955.0
SRR10070800	RNA-Seq	public	SRX6804264	Illumina HiSeq 2500	ILLUMINA	SRS5349182	SAMN12697827	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	34	75	public	7955.0
SRR10070801	RNA-Seq	public	SRX6804265	Illumina HiSeq 2500	ILLUMINA	SRS5349183	SAMN12697826	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	122	276	public	7955.0
SRR10070802	RNA-Seq	public	SRX6804266	Illumina HiSeq 2500	ILLUMINA	SRS5349184	SAMN12697922	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	162	359	public	7955.0
SRR10070803	RNA-Seq	public	SRX6804267	Illumina HiSeq 2500	ILLUMINA	SRS5349185	SAMN12697817	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	56	124	public	7955.0
SRR10070804	RNA-Seq	public	SRX6804268	Illumina HiSeq 2500	ILLUMINA	SRS5349186	SAMN12697816	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	44	97	public	7955.0
SRR10070805	RNA-Seq	public	SRX6804269	Illumina HiSeq 2500	ILLUMINA	SRS5349187	SAMN12697868	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	137	311	public	7955.0
SRR10070806	RNA-Seq	public	SRX6804270	Illumina HiSeq 2500	ILLUMINA	SRS5349188	SAMN12697867	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	44	92	public	7955.0
SRR10070807	RNA-Seq	public	SRX6804271	Illumina HiSeq 2500	ILLUMINA	SRS5349189	SAMN12697866	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	26	60	public	7955.0
SRR10070808	RNA-Seq	public	SRX6804272	Illumina HiSeq 2500	ILLUMINA	SRS5349190	SAMN12697865	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	100	220	public	7955.0
SRR10070809	RNA-Seq	public	SRX6804273	Illumina HiSeq 2500	ILLUMINA	SRS5349191	SAMN12697864	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	128	284	public	7955.0
SRR10070810	RNA-Seq	public	SRX6804274	Illumina HiSeq 2500	ILLUMINA	SRS5349192	SAMN12697863	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	122	270	public	7955.0
SRR10070811	RNA-Seq	public	SRX6804275	Illumina HiSeq 2500	ILLUMINA	SRS5349193	SAMN12697862	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	116	252	public	7955.0
SRR10070812	RNA-Seq	public	SRX6804276	Illumina HiSeq 2500	ILLUMINA	SRS5349194	SAMN12697861	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	138	302	public	7955.0
SRR10070813	RNA-Seq	public	SRX6804277	Illumina HiSeq 2500	ILLUMINA	SRS5349195	SAMN12697860	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	147	323	public	7955.0
SRR10070814	RNA-Seq	public	SRX6804278	Illumina HiSeq 2500	ILLUMINA	SRS5349196	SAMN12697859	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	261	597	public	7955.0
SRR10070815	RNA-Seq	public	SRX6804279	Illumina HiSeq 2500	ILLUMINA	SRS5349197	SAMN12697858	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	132	300	public	7955.0
SRR10070816	RNA-Seq	public	SRX6804280	Illumina HiSeq 2500	ILLUMINA	SRS5349198	SAMN12698181	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	224	504	public	7955.0
SRR10070817	RNA-Seq	public	SRX6804281	Illumina HiSeq 2500	ILLUMINA	SRS5349199	SAMN12698180	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	111	241	public	7955.0
SRR10070818	RNA-Seq	public	SRX6804282	Illumina HiSeq 2500	ILLUMINA	SRS5349200	SAMN12697857	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	115	261	public	7955.0
SRR10070819	RNA-Seq	public	SRX6804283	Illumina HiSeq 2500	ILLUMINA	SRS5349201	SAMN12697856	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	203	460	public	7955.0
SRR10070820	RNA-Seq	public	SRX6804284	Illumina HiSeq 2500	ILLUMINA	SRS5349202	SAMN12698185	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	123	279	public	7955.0
SRR10070821	RNA-Seq	public	SRX6804285	Illumina HiSeq 2500	ILLUMINA	SRS5349203	SAMN12698184	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	122	275	public	7955.0
SRR10070822	RNA-Seq	public	SRX6804286	Illumina HiSeq 2500	ILLUMINA	SRS5349204	SAMN12698183	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	34	72	public	7955.0
SRR10070823	RNA-Seq	public	SRX6804287	Illumina HiSeq 2500	ILLUMINA	SRS5349205	SAMN12698182	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	77	171	public	7955.0
SRR10070824	RNA-Seq	public	SRX6804288	Illumina HiSeq 2500	ILLUMINA	SRS5349206	SAMN12698179	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	56	129	public	7955.0
SRR10070825	RNA-Seq	public	SRX6804289	Illumina HiSeq 2500	ILLUMINA	SRS5349207	SAMN12698178	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	195	434	public	7955.0
SRR10070826	RNA-Seq	public	SRX6804290	Illumina HiSeq 2500	ILLUMINA	SRS5349208	SAMN12698177	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	154	345	public	7955.0
SRR10070827	RNA-Seq	public	SRX6804291	Illumina HiSeq 2500	ILLUMINA	SRS5349209	SAMN12698176	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	75	169	public	7955.0
SRR10070828	RNA-Seq	public	SRX6804292	Illumina HiSeq 2500	ILLUMINA	SRS5349210	SAMN12698175	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	153	341	public	7955.0
SRR10070829	RNA-Seq	public	SRX6804293	Illumina HiSeq 2500	ILLUMINA	SRS5349211	SAMN12698174	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	142	324	public	7955.0
SRR10070830	RNA-Seq	public	SRX6804294	Illumina HiSeq 2500	ILLUMINA	SRS5349212	SAMN12698173	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	159	355	public	7955.0
SRR10070831	RNA-Seq	public	SRX6804295	Illumina HiSeq 2500	ILLUMINA	SRS5349213	SAMN12698172	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	15	33	public	7955.0
SRR10070832	RNA-Seq	public	SRX6804296	Illumina HiSeq 2500	ILLUMINA	SRS5349214	SAMN12698171	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	96	208	public	7955.0
SRR10070833	RNA-Seq	public	SRX6804297	Illumina HiSeq 2500	ILLUMINA	SRS5349215	SAMN12698170	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	169	369	public	7955.0
SRR10070834	RNA-Seq	public	SRX6804298	Illumina HiSeq 2500	ILLUMINA	SRS5349216	SAMN12698169	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	29	65	public	7955.0
SRR10070835	RNA-Seq	public	SRX6804299	Illumina HiSeq 2500	ILLUMINA	SRS5349217	SAMN12698168	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	119	270	public	7955.0
SRR10070836	RNA-Seq	public	SRX6804300	Illumina HiSeq 2500	ILLUMINA	SRS5349218	SAMN12698167	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	80	179	public	7955.0
SRR10070837	RNA-Seq	public	SRX6804301	Illumina HiSeq 2500	ILLUMINA	SRS5349219	SAMN12698141	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	89	202	public	7955.0
SRR10070838	RNA-Seq	public	SRX6804302	Illumina HiSeq 2500	ILLUMINA	SRS5349220	SAMN12698140	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	79	175	public	7955.0
SRR10070839	RNA-Seq	public	SRX6804303	Illumina HiSeq 2500	ILLUMINA	SRS5349221	SAMN12698139	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	78	184	public	7955.0
SRR10070840	RNA-Seq	public	SRX6804304	Illumina HiSeq 2500	ILLUMINA	SRS5349222	SAMN12698138	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	56	124	public	7955.0
SRR10070841	RNA-Seq	public	SRX6804305	Illumina HiSeq 2500	ILLUMINA	SRS5349223	SAMN12698136	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	59	130	public	7955.0
SRR10070842	RNA-Seq	public	SRX6804306	Illumina HiSeq 2500	ILLUMINA	SRS5349224	SAMN12698135	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	33	74	public	7955.0
SRR10070843	RNA-Seq	public	SRX6804307	Illumina HiSeq 2500	ILLUMINA	SRS5349225	SAMN12698134	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	75	165	public	7955.0
SRR10070844	RNA-Seq	public	SRX6804308	Illumina HiSeq 2500	ILLUMINA	SRS5349226	SAMN12698133	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	49	111	public	7955.0
SRR10070845	RNA-Seq	public	SRX6804309	Illumina HiSeq 2500	ILLUMINA	SRS5349227	SAMN12698132	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	132	297	public	7955.0
SRR10070846	RNA-Seq	public	SRX6804310	Illumina HiSeq 2500	ILLUMINA	SRS5349228	SAMN12698131	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	209	468	public	7955.0
SRR10070847	RNA-Seq	public	SRX6804311	Illumina HiSeq 2500	ILLUMINA	SRS5349229	SAMN12698130	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	167	369	public	7955.0
SRR10070848	RNA-Seq	public	SRX6804312	Illumina HiSeq 2500	ILLUMINA	SRS5349230	SAMN12698137	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	123	280	public	7955.0
SRR10070849	RNA-Seq	public	SRX6804313	Illumina HiSeq 2500	ILLUMINA	SRS5349231	SAMN12698129	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	122	266	public	7955.0
SRR10070850	RNA-Seq	public	SRX6804314	Illumina HiSeq 2500	ILLUMINA	SRS5349232	SAMN12698128	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	156	347	public	7955.0
SRR10070851	RNA-Seq	public	SRX6804315	Illumina HiSeq 2500	ILLUMINA	SRS5349233	SAMN12698127	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	249	571	public	7955.0
SRR10070852	RNA-Seq	public	SRX6804316	Illumina HiSeq 2500	ILLUMINA	SRS5349234	SAMN12698126	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	192	423	public	7955.0
SRR10070853	RNA-Seq	public	SRX6804317	Illumina HiSeq 2500	ILLUMINA	SRS5349235	SAMN12698125	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	117	254	public	7955.0
SRR10070854	RNA-Seq	public	SRX6804318	Illumina HiSeq 2500	ILLUMINA	SRS5349236	SAMN12698124	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	122	276	public	7955.0
SRR10070855	RNA-Seq	public	SRX6804319	Illumina HiSeq 2500	ILLUMINA	SRS5349237	SAMN12698123	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	200	449	public	7955.0
SRR10070856	RNA-Seq	public	SRX6804320	Illumina HiSeq 2500	ILLUMINA	SRS5349238	SAMN12698122	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	121	272	public	7955.0
SRR10070857	RNA-Seq	public	SRX6804385	Illumina HiSeq 2500	ILLUMINA	SRS5349303	SAMN12698121	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	58	126	public	7955.0
SRR10070858	RNA-Seq	public	SRX6804386	Illumina HiSeq 2500	ILLUMINA	SRS5349304	SAMN12698120	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	131	293	public	7955.0
SRR10070859	RNA-Seq	public	SRX6804387	Illumina HiSeq 2500	ILLUMINA	SRS5349305	SAMN12698119	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	74	168	public	7955.0
SRR10070860	RNA-Seq	public	SRX6804388	Illumina HiSeq 2500	ILLUMINA	SRS5349306	SAMN12698118	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	135	303	public	7955.0
SRR10070861	RNA-Seq	public	SRX6804389	Illumina HiSeq 2500	ILLUMINA	SRS5349307	SAMN12698117	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	94	213	public	7955.0
SRR10070862	RNA-Seq	public	SRX6804390	Illumina HiSeq 2500	ILLUMINA	SRS5349308	SAMN12698190	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	102	229	public	7955.0
SRR10070863	RNA-Seq	public	SRX6804391	Illumina HiSeq 2500	ILLUMINA	SRS5349309	SAMN12698189	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	56	123	public	7955.0
SRR10070864	RNA-Seq	public	SRX6804392	Illumina HiSeq 2500	ILLUMINA	SRS5349310	SAMN12698188	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	104	233	public	7955.0
SRR10070865	RNA-Seq	public	SRX6804393	Illumina HiSeq 2500	ILLUMINA	SRS5349311	SAMN12698187	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	53	117	public	7955.0
SRR10070866	RNA-Seq	public	SRX6804394	Illumina HiSeq 2500	ILLUMINA	SRS5349312	SAMN12698186	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	62	134	public	7955.0
SRR10070867	RNA-Seq	public	SRX6804395	Illumina HiSeq 2500	ILLUMINA	SRS5349313	SAMN12698116	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	55	123	public	7955.0
SRR10070868	RNA-Seq	public	SRX6804396	Illumina HiSeq 2500	ILLUMINA	SRS5349314	SAMN12698115	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	122	274	public	7955.0
SRR10088495	RNA-Seq	public	SRX6821267	Illumina NovaSeq 6000	ILLUMINA	SRS5363844	SAMN11510766	Dichomitus squalens	SRP221131	2019-09-09 00:00:00 UTC	PRJNA535767	410	1422	public	114155.0
SRR10664371	RNA-Seq	public	SRX7343308	NextSeq 500	ILLUMINA	SRS5803133	SAMN13536184	Zostera marina	SRP198713	2021-01-01 00:00:00 UTC	PRJNA542932	1936	5013	public	29655.0
SRR10886870	RNA-Seq	public	SRX7555853	Illumina HiSeq 4000	ILLUMINA	SRS5993230	SAMN13853836	Numida meleagris	SRP241928	2020-01-14 00:00:00 UTC	PRJNA601189	5829	14359	public	8996.0
SRR10886871	RNA-Seq	public	SRX7555852	Illumina HiSeq 4000	ILLUMINA	SRS5993234	SAMN13853835	Numida meleagris	SRP241928	2020-01-14 00:00:00 UTC	PRJNA601189	5750	14216	public	8996.0
SRR10886872	RNA-Seq	public	SRX7555851	Illumina HiSeq 4000	ILLUMINA	SRS5993229	SAMN13853834	Numida meleagris	SRP241928	2020-01-14 00:00:00 UTC	PRJNA601189	5790	14193	public	8996.0
SRR10997735	WGS	public	SRX7658819	Illumina NovaSeq 6000	ILLUMINA	SRS6087697	SAMN13173072	Xanthomonas arboricola	SRP246404	2020-01-31 00:00:00 UTC	PRJNA583343	911	3327	public	56448.0
SRR11077755	OTHER	public	SRX7716897	Illumina NovaSeq 6000	ILLUMINA	SRS6139233	SAMN13173093	Sorghum bicolor	SRP248997	2020-02-13 00:00:00 UTC	PRJNA582952	3077	10775	public	4558.0
SRR11558588	Targeted-Capture	public	SRX8128300	Illumina HiSeq 2000	ILLUMINA	SRS6492263	SAMN14609977	Mus musculus	SRP256777	2020-07-19 00:00:00 UTC	PRJNA625846	4195	13729	public	10090.0
SRR11558589	Targeted-Capture	public	SRX8128299	Illumina HiSeq 2000	ILLUMINA	SRS6492262	SAMN14609976	Mus musculus	SRP256777	2020-07-19 00:00:00 UTC	PRJNA625846	4193	13713	public	10090.0
SRR11560459	Targeted-Capture	public	SRX8130165	Illumina HiSeq 2000	ILLUMINA	SRS6493775	SAMN14611342	Mus musculus	SRP256777	2021-07-18 00:00:00 UTC	PRJNA625846	4390	14294	public	10090.0
SRR11560460	Targeted-Capture	public	SRX8130164	Illumina HiSeq 2000	ILLUMINA	SRS6493774	SAMN14611341	Mus musculus	SRP256777	2021-07-18 00:00:00 UTC	PRJNA625846	4458	14347	public	10090.0
SRR1169338	WGS	public	SRX470868	Illumina HiSeq 2000	ILLUMINA	SRS557730	SAMN02567625	Streptococcus pyogenes ABC020046589	SRP037829	2014-02-13 00:00:00 UTC	PRJNA233276	215	491	public	1439149.0
SRR1169448	WGS	public	SRX470868	Illumina HiSeq 2000	ILLUMINA	SRS557730	SAMN02567625	Streptococcus pyogenes ABC020046589	SRP037829	2014-02-13 00:00:00 UTC	PRJNA233276	210	480	public	1439149.0
SRR1173292	WGS	public	SRX473720	Illumina HiSeq 2000	ILLUMINA	SRS557730	SAMN02567625	Streptococcus pyogenes ABC020046589	SRP037829	2014-02-20 00:00:00 UTC	PRJNA233276	400	708	public	1439149.0
SRR1173412	WGS	public	SRX473808	Illumina HiSeq 2000	ILLUMINA	SRS559969	SAMN02567760	Mycobacterium tuberculosis Wt 21231	SRP038637	2014-02-20 00:00:00 UTC	PRJNA233392	141	347	public	1438828.0
SRR1174317	WGS	public	SRX474483	Illumina HiSeq 2000	ILLUMINA	SRS559969	SAMN02567760	Mycobacterium tuberculosis Wt 21231	SRP038637	2014-02-21 00:00:00 UTC	PRJNA233392	102	263	public	1438828.0
SRR1175519	WGS	public	SRX473720	Illumina HiSeq 2000	ILLUMINA	SRS557730	SAMN02567625	Streptococcus pyogenes ABC020046589	SRP037829	2014-02-24 00:00:00 UTC	PRJNA233276	401	710	public	1439149.0
SRR1176701	RNA-Seq	public	SRX475942	Illumina Genome Analyzer II	ILLUMINA	SRS561682	SAMN02664711	Mus musculus	SRP038929	2014-06-16 00:00:00 UTC	PRJNA239352	675	1331	public	10090.0
SRR1176702	RNA-Seq	public	SRX475936	Illumina HiSeq 2000	ILLUMINA	SRS561676	SAMN02664706	Mus musculus	SRP038929	2015-07-22 00:00:00 UTC	PRJNA239352	23544	37558	public	10090.0
SRR1176703	RNA-Seq	public	SRX475937	Illumina HiSeq 2000	ILLUMINA	SRS561677	SAMN02664709	Mus musculus	SRP038929	2015-07-22 00:00:00 UTC	PRJNA239352	27404	41916	public	10090.0
SRR1176704	RNA-Seq	public	SRX475938	Illumina HiSeq 2000	ILLUMINA	SRS561678	SAMN02664705	Mus musculus	SRP038929	2015-07-22 00:00:00 UTC	PRJNA239352	23653	37658	public	10090.0
SRR1176705	RNA-Seq	public	SRX475939	Illumina HiSeq 2000	ILLUMINA	SRS561679	SAMN02664708	Mus musculus	SRP038929	2015-07-22 00:00:00 UTC	PRJNA239352	10639	18173	public	10090.0
SRR1176706	RNA-Seq	public	SRX475940	Illumina HiSeq 2000	ILLUMINA	SRS561680	SAMN02664707	Mus musculus	SRP038929	2015-07-22 00:00:00 UTC	PRJNA239352	20662	34508	public	10090.0
SRR1176707	RNA-Seq	public	SRX475941	Illumina Genome Analyzer II	ILLUMINA	SRS561681	SAMN02664710	Mus musculus	SRP038929	2014-06-16 00:00:00 UTC	PRJNA239352	536	1098	public	10090.0
SRR1176708	ChIP-Seq	public	SRX475943	Illumina HiSeq 2000	ILLUMINA	SRS561683	SAMN02664713	Mus musculus	SRP038929	2014-06-16 00:00:00 UTC	PRJNA239352	1784	1296	public	10090.0
SRR1176709	ChIP-Seq	public	SRX475944	Illumina HiSeq 2000	ILLUMINA	SRS561684	SAMN02664712	Mus musculus	SRP038929	2014-06-16 00:00:00 UTC	PRJNA239352	2557	1861	public	10090.0
SRR1176710	ChIP-Seq	public	SRX475945	Illumina HiSeq 2000	ILLUMINA	SRS561685	SAMN02664715	Mus musculus	SRP038929	2014-06-16 00:00:00 UTC	PRJNA239352	1440	1044	public	10090.0
SRR1176711	ChIP-Seq	public	SRX475946	Illumina HiSeq 2000	ILLUMINA	SRS561686	SAMN02664714	Mus musculus	SRP038929	2014-06-16 00:00:00 UTC	PRJNA239352	1389	1007	public	10090.0
SRR11811506	AMPLICON	public	SRX8362780	Ion Torrent PGM	ION_TORRENT	SRS6678670	SAMN14939414	synthetic metagenome	SRP262308	2020-10-11 00:00:00 UTC	PRJNA632840	10	14	public	1235509.0
SRR11811507	AMPLICON	public	SRX8362779	Ion Torrent PGM	ION_TORRENT	SRS6678669	SAMN14939196	tree metagenome	SRP262308	2020-10-11 00:00:00 UTC	PRJNA632840	12	17	public	2562286.0
SRR11811508	AMPLICON	public	SRX8362778	Ion Torrent PGM	ION_TORRENT	SRS6678668	SAMN14939276	tree metagenome	SRP262308	2020-10-11 00:00:00 UTC	PRJNA632840	14	19	public	2562286.0
SRR11811509	AMPLICON	public	SRX8362777	Ion Torrent PGM	ION_TORRENT	SRS6678667	SAMN14939275	tree metagenome	SRP262308	2020-10-11 00:00:00 UTC	PRJNA632840	10	14	public	2562286.0
SRR11811510	AMPLICON	public	SRX8362776	Ion Torrent PGM	ION_TORRENT	SRS6678666	SAMN14939300	tree metagenome	SRP262308	2020-10-11 00:00:00 UTC	PRJNA632840	13	17	public	2562286.0
SRR11811511	AMPLICON	public	SRX8362775	Ion Torrent PGM	ION_TORRENT	SRS6678665	SAMN14939299	tree metagenome	SRP262308	2020-10-11 00:00:00 UTC	PRJNA632840	10	14	public	2562286.0
