acc	assay_type	consent	experiment	instrument	platform	sample_acc	biosample	organism	sra_study	releasedate	bioproject	mbytes	mbases	access	taxid
SRR2058578	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058579	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	469	808	public	9606.0
SRR2058580	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	267	444	public	9606.0
SRR2058581	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058582	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	466	808	public	9606.0
SRR2058583	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	464	808	public	9606.0
SRR2058584	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	467	808	public	9606.0
SRR2058585	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	474	808	public	9606.0
SRR2058586	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	466	808	public	9606.0
SRR2058587	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	473	808	public	9606.0
SRR2058588	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	298	498	public	9606.0
SRR2058589	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	468	808	public	9606.0
SRR2058590	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	464	808	public	9606.0
SRR2058591	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	466	808	public	9606.0
SRR2058592	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	468	808	public	9606.0
SRR2058593	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	468	808	public	9606.0
SRR2058594	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058595	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	262	435	public	9606.0
SRR2058596	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	462	808	public	9606.0
SRR2058597	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	469	808	public	9606.0
SRR2058598	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	475	808	public	9606.0
SRR2058599	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	473	808	public	9606.0
SRR2058600	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	332	558	public	9606.0
SRR2058601	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058602	OTHER	public	SRX1055096	Illumina HiSeq 2500	ILLUMINA	SRS957818	SAMN03768429	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	465	808	public	9606.0
SRR2058603	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	472	808	public	9606.0
SRR2058604	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	474	808	public	9606.0
SRR2058605	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	486	808	public	9606.0
SRR2058606	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	407	687	public	9606.0
SRR2058607	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058608	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	465	808	public	9606.0
SRR2058609	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	472	808	public	9606.0
SRR2058610	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	474	808	public	9606.0
SRR2058611	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	466	808	public	9606.0
SRR2058612	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	401	679	public	9606.0
SRR2058613	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058614	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	466	808	public	9606.0
SRR2058615	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	473	808	public	9606.0
SRR2058616	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	469	808	public	9606.0
SRR2058617	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	477	808	public	9606.0
SRR2058618	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	486	808	public	9606.0
SRR2058619	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	388	644	public	9606.0
SRR2058620	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058621	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	473	808	public	9606.0
SRR2058622	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	468	808	public	9606.0
SRR2058623	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	421	716	public	9606.0
SRR2058624	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058625	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	465	808	public	9606.0
SRR2058626	OTHER	public	SRX1055097	Illumina HiSeq 2500	ILLUMINA	SRS957817	SAMN03768430	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	473	808	public	9606.0
SRR2058627	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	473	808	public	9606.0
SRR2058628	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	473	808	public	9606.0
SRR2058629	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	472	808	public	9606.0
SRR2058630	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	487	808	public	9606.0
SRR2058631	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	479	808	public	9606.0
SRR2058632	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	139	224	public	9606.0
SRR2058633	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058634	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	466	808	public	9606.0
SRR2058635	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	472	808	public	9606.0
SRR2058636	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	473	808	public	9606.0
SRR2058637	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058638	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	467	808	public	9606.0
SRR2058639	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	474	808	public	9606.0
SRR2058640	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	137	221	public	9606.0
SRR2058641	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	469	808	public	9606.0
SRR2058642	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058643	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	472	808	public	9606.0
SRR2058644	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058645	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	487	808	public	9606.0
SRR2058646	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	489	808	public	9606.0
SRR2058647	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	115	183	public	9606.0
SRR2058648	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	469	808	public	9606.0
SRR2058649	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	473	808	public	9606.0
SRR2058650	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058651	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	473	808	public	9606.0
SRR2058652	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	154	250	public	9606.0
SRR2058653	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058654	OTHER	public	SRX1055098	Illumina HiSeq 2500	ILLUMINA	SRS957816	SAMN03768431	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	466	808	public	9606.0
SRR2058655	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058656	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058657	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058658	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	485	808	public	9606.0
SRR2058659	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	480	808	public	9606.0
SRR2058660	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	223	366	public	9606.0
SRR2058661	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	468	808	public	9606.0
SRR2058662	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	464	808	public	9606.0
SRR2058663	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058664	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058665	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058666	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	465	808	public	9606.0
SRR2058667	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058668	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	218	357	public	9606.0
SRR2058669	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	467	808	public	9606.0
SRR2058670	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058671	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058672	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	469	808	public	9606.0
SRR2058673	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	485	808	public	9606.0
SRR2058674	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	488	808	public	9606.0
SRR2058675	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	199	321	public	9606.0
SRR2058676	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	468	808	public	9606.0
SRR2058677	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058678	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058679	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	472	808	public	9606.0
SRR2058680	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	237	392	public	9606.0
SRR2058681	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	468	808	public	9606.0
SRR2058682	OTHER	public	SRX1055099	Illumina HiSeq 2500	ILLUMINA	SRS957815	SAMN03768432	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	464	808	public	9606.0
SRR2058683	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	468	808	public	9606.0
SRR2058684	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	469	808	public	9606.0
SRR2058685	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058686	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	482	808	public	9606.0
SRR2058687	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	485	808	public	9606.0
SRR2058688	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	433	727	public	9606.0
SRR2058689	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	466	808	public	9606.0
SRR2058690	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	463	808	public	9606.0
SRR2058691	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	468	808	public	9606.0
SRR2058692	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058693	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	474	808	public	9606.0
SRR2058694	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	464	808	public	9606.0
SRR2058695	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058696	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	427	720	public	9606.0
SRR2058697	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	465	808	public	9606.0
SRR2058698	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	468	808	public	9606.0
SRR2058699	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058700	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	468	808	public	9606.0
SRR2058701	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	484	808	public	9606.0
SRR2058702	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	489	808	public	9606.0
SRR2058703	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	414	687	public	9606.0
SRR2058704	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	466	808	public	9606.0
SRR2058705	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	470	808	public	9606.0
SRR2058706	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	472	808	public	9606.0
SRR2058707	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	471	808	public	9606.0
SRR2058708	OTHER	public	SRX1055100	Illumina HiSeq 2500	ILLUMINA	SRS957814	SAMN03768433	Homo sapiens	SRP059327	2018-06-11 00:00:00 UTC	PRJNA286307	449	761	public	9606.0
